msa_sentence,dialect_sentence,dialect,region,split
حمادة زيدان,حمادة زيدان,Jordan,LEV,train
أى حقوق او بالاحرى يحل لها ما تفعله من انتهاكات,شو هالحقوق الي بتخليها تعمل كل هالمصايب,Jordan,LEV,train
والتلاميذ النجباء.,والطلاب الشاطرين,Jordan,LEV,train
قد قمت بعمل بعض المعكرونه  بالبشاميل . فقد راوضتنى الفكره ولم استطيع منع نفسى من القيام بها  .,اجا براسي اعمل معكرونة بالبشاميل,Jordan,LEV,train
الاما  انظر؟؟؟؟,شو اشوف,Jordan,LEV,train
و هناك مواد  خام مثل الخشب و الطين و القمح,وكمان في مواد خام زي الخشب والطينة والقمح,Jordan,LEV,train
وجميعنا نعانى من هذا الموضوع وخاصة عندما تركب المترو ويا حبذا لو كان فى الصباح الباكر أو فى ميعاد خروج الموظفين,"وكلنا بنعاني من نفس المشكلة بالذات الي بتركبو المترو , يا ريت لو كان الصبح بكير او وقت ترويحة الموظفين",Jordan,LEV,train
لا  يجب ان نكون  بهذه  السلبيه  على  طول  الدوام .,لازم ما كنا سلبيين طول الوقت,Jordan,LEV,train
كنت لا أريد أن ينتهى البرنامج,ما كان بدي البرنامج يخلص,Jordan,LEV,train
أنظر يا محمد ليس هناك أحد ينكر أن هناك أشخاص أمناء,محمد شوف ما حدا بنكر انو في اشخاص اميين لسا,Jordan,LEV,train
وصيتى حبيبي لك أن لا تنسانى,وصيتي الك حبيبي لا تنساني,Jordan,LEV,train
مباشرة ولم يخضع لرقابتك,على طول ما مريتي ع رقابتك,Jordan,LEV,train
لذلك هذا جيد إنهم أيضاً لم يكتبوا التقدير فى الشهادة,اذا جيد وكمان ما كتبو بالشهادة مرفوعا تقديرو,Jordan,LEV,train
تحياتى لك,"تحياتي الك , شوووو",Jordan,LEV,train
وان تكلمها بالصدق يا ويلك  تكون كالبقرة ....,يا ويلك لو تحكي معها بصراحة مهي زي القرة,Jordan,LEV,train
على سبيل المثال إذا أخبرت خطيبتى إنها لن تعمل سوف تعتقد أننى أظلمها و أنها نصف المجتمع و إن حقها مهدر,يعني مثلا لو حكيت لخطيبتي ما تشتغل على طول رح تصير تحكي اني بظلمها واني اخذت حقوقها وانها نص المجتمع,Jordan,LEV,train
اوه ياعمرو أقسم بالله من غير مجاملة، أنت مدير عبقري,والله يا عمرو بدون مجاملة انت مخرج عبقري,Jordan,LEV,train
وكيف ان  يكون  ذاهبه   وفى  نفس  الوقت  تقدم للمحاكمه .,بس هو بتحاكم,Jordan,LEV,train
و بخصوص كلامك عن الاولاد الذين يسقطون بنطالهم و يظهرون غيارهم الداخلى انا شخصيا ضد المنظر,وبخصوص حكيك عن الشباب الي بتسحل البنطلون وبخلو البوكسر يبين انا شخصيا ضد هاد المنظر كمان,Jordan,LEV,train
هل هكذا الموضوع بسيط أو أن فى الحقيقة لا يوجد إهتمام,هو فعلا الموضوع عادي ولافعلا مش فارقة,Jordan,LEV,train
اين  ذهب  الهواء...؟؟؟؟ّ,وين راح الهوا,Jordan,LEV,train
و أصل الكلمة يونانى هابلوس,واصل الكلمة يوناني هابلوس,Jordan,LEV,train
لدى الكثير  من الوقت  لكى اصل  الى  مكانتك .,لسا قدامي وقت لحتى اوصلك,Jordan,LEV,train
وبدون سابق معرفه ولا حتي سابق انظار وبطال منك ان نتعرف ونصير اصدقاء.,بحكيلك ممكن نتعرف بدون سابق انذار لا وبدون معرفة كمان,Jordan,LEV,train
و الان  البنات هنا فى المقاهى و الكافيهات اكثر من الشباب و البنات الذين يدخنون الشيشه هم الذى عندهم مظهر جميل,وهلا البنات في الكافيات اكتر من الشباب ... والبنات الي بتأرجل هي البنات الي عندها بريستيج وعليها القيمة,Jordan,LEV,train
مرحبا  ازيكم .... ولا  اقول  كيفكون  لان المنتدى  شامى .,مرحبا احكي كيفكون لانو المنتدى شامي,Jordan,LEV,train
وان لم ينتبه احد من الناس.,حتى لو الناس مش مهتمة,Jordan,LEV,train
انا افضل عدم الزواج عن أنى أتزوج رجل يجعل حياتى جحيما,بالنسبة الي ما تجوز احسن ما اتجوز واحد يسم بدني,Jordan,LEV,train
اكتب  بطريقه  صحيحه  دون ان  يلقننى احد.,وبكتب صح وبنغير ما حدا يغششني,Jordan,LEV,train
الذي يذهب من دون دخان، ونحن نبحث عنه حولك، والحب النقي الصادق أيضاً,بندور علي ما بدخن عندك ... كمان بندور عالحب الصافي عندك,Jordan,LEV,train
كفى ذلك و لا تشارك فى أى موضوع لى,ما شارك في اي موضوع الي,Jordan,LEV,train
ولكن لابد  من  اتباع  الاوامر . وسوف  تجد   متعه  ما  بعدها  متعه .,لازم ترد عالاوامر بس متعة ما فيها زيها,Jordan,LEV,train
دعك  من  ذلك  ايتها  الطبيبه   فأن همومه قد كتبت على  جبينه  .,اتركي البيك يا دكتورة الهم باين ع جبينو,Jordan,LEV,train
يا شعب ضل فى الغابات . ليس  بغبى  ماذا  تنتظر ؟,يا شعب ضايع بالغابات شو مستني ؟؟؟,Jordan,LEV,train
حسناً ماذا إذا تم حرقها و تخريبها,طيب ولو ولعت وخربت ...,Jordan,LEV,train
تحياتى,تحياتي,Jordan,LEV,train
لكن لم يعرف دائما سباق و يشعر بقراره نفسه و انه يتمنى ان يسعد الاخرين,هو ما بعرف انو دايما سباق بالخير وبحب يفرح الناس التانين,Jordan,LEV,train
انا اتمنى ان اوجه للاباء الذين يقبلوا على الطلاق,انا نفسي احكي للاباء الي بوافقو يطلقو,Jordan,LEV,train
هذا اذا استطعت ان تنسى من الممكن اسابيع او شهور و ايضا سنوات,هاد لو قدرت تنسى ممكن اسابيع وممكن شهور وكمان سنين,Jordan,LEV,train
يقول شخص عصبي لزوجته,واحد عصبي بحكي لمرتو,Jordan,LEV,train
وللمشاكل الكبرى بسبب أن التوازن والوسطية ضروريان,والمشاكل كبيرة كتير عشان هيك لازم نتلزم الاعتدال والتوسط,Jordan,LEV,train
انا ارى دفعتى خصوصا,وانا بالنسبة الي شايف دفعتي خصوصا,Jordan,LEV,train
هذا من المجالات المحببه لى  وخاصه  مدى  احساسك  ودقتك عندما  تكتبين الشخصيات .,المجال هاد كتير بحبو خاصة الشخصيات واحساسك وانتي بتكتبي,Jordan,LEV,train
مثلما أنقذت شخصاً من القتل ولذلك سيعيش بروح جديدة,كانك انقذت واحد من الاعدام وبعدها بعيش بروح جديدة,Jordan,LEV,train
أنا أموت وتقول لى أننى كبير السن وأنا فى قلبى شاب ..,انا بموت لما بتحكي علي اني كبير بالسن وانا قلبي ولد,Jordan,LEV,train
اتركنا نسعد حقاً بعيد عن التابوهات,خلينا نفرح نفرح جد بدون اشي,Jordan,LEV,train
السلام عليكم,السلام عليكم,Jordan,LEV,train
لكن فى بعض الأوقات نرى الذى أمامنا حسب ما نريد خلال الفترة التى تفكر فيها ولا تجد,"احيانا الواحد بشوف الي قدامو زي ما هو بدو , خلال الفترة الي رح تفكر فيها ما لقيت",Jordan,LEV,train
واتيت  متأخر ايضا . (بكاء),برضو اجت متأخرة هئ هئ هئ,Jordan,LEV,train
و يعمل جيداً و الحصول على الاموال و أحلامى بعد الجواز الحصول سيارة,وبشتغل وبجيب مصاري كتير وحلمي بعد ما اتجوز اشتري سيارة,Jordan,LEV,train
اثنين سكارى جالسين على القهوة فواحد قال للثانى,"مرة تنين محششين قاعدين بالقهوة , واحد بحكي للتاني",Jordan,LEV,train
عن طريق الأنترنت حيث أصبح لديهم كمبيوتر,عن طريق الانترنت لانو هسا صار عنا كمبيوتر,Jordan,LEV,train
بغداد خلف بيروت و غزة و الضفة ، دم العرب يهدر,بغداد ورا بيروت وغزة والضفة اي شو هاد هو دم العرب مي,Jordan,LEV,train
ثم سأل طالبا آخر مامعنى كلمة سلسبيل ؟,بعدها سأل طالب ثاني شو يعني كلمة سلسبيل,Jordan,LEV,train
او يعترف بما بداخله لانه يعتبر هذا نقص فى شخصيته او ضعف فى رجولته,او يعترف الي جواتو لانو هاد اسمو نقصان بالشخصية وضعف برجولتو,Jordan,LEV,train
وكل ما  عرفته لم استطيع  معرفته .,وكل الي عرفتو لسا ما عرفتو,Jordan,LEV,train
دعنا  ننتظر ما  سوف يفعله  .  لابد  له  من  البحث  عن  مكان  جيد  للتنزه  . نحتاج  لبعض  المرح .,هو رح يشوف شو رح يعمل مهو لازم يدور على طلعة يتسلى فيها,Jordan,LEV,train
كما قلت قبل ذلك هناك الجيد وهناك الشرير,زي ما حكيت قبل هيك بالمنيح والعاطل,Jordan,LEV,train
ولكن ما أراه في المشهد العام هو مواقع أو مواقف أسوء من حديث القمة عن مواضيع جنسية,بس الي بشوفو في الساحة العامة في كتير مواقع اسوء بالحكي عن الجنس والمطاوعة ووو,Jordan,LEV,train
إرحمنا يا الله,يا رب ارحمنا,Jordan,LEV,train
ما قد  جهزته  ليوم الاربعاء . اولا   السيد  محمود  حميده  فهو  رجل غير  اعتيادي.,الي حضرتو الكم يوم وربع اولا محمود حميدة زلمة ما الو حل,Jordan,LEV,train
أرأيت الخروف العربى كم هو مغرور,شفت كيف الخروف العربي مغرور,Jordan,LEV,train
